,file_name,iteration,actual_theta(degrees),calculated_theta(degrees),average_distance,original_num_features,rotated_num_features,num_good_matches,detector_type,elapsed_time(s),successful_merge,distance_from_feature_after_merge,noise,scale,scale_recovered
132,2RobotsFull_R2_res0.05.pgm,2,0,-0.00930557448973258,1.09934074464012,3786,219110,1635,surf,62.25786590576172,False,383.83282470703125,0.03,1,0.9996922158348044
133,2RobotsFull_R2_res0.05.pgm,3,0,-0.013528493494441761,1.1055702993892274,3786,218695,1590,surf,64.46214890480042,False,392.6593933105469,0.03,1,0.9997937894987892
134,2RobotsFull_R2_res0.05.pgm,4,0,-0.0028056791338762787,1.1033117964448576,3786,219066,1615,surf,62.08536195755005,False,405.1537780761719,0.03,1,0.999993616323554
135,2RobotsFull_R2_res0.05.pgm,0,0,-0.016864789371417655,1.1811617096310727,3786,255069,1308,surf,69.99135327339172,False,407.81817626953125,0.04,1,0.9999798651081875
136,2RobotsFull_R2_res0.05.pgm,1,0,0.017135133025319386,1.1926459316164255,3786,254582,1328,surf,69.71406769752502,False,400.2323913574219,0.04,1,1.0005785307997455
137,2RobotsFull_R2_res0.05.pgm,2,0,-0.05651082104112254,1.1939666576807886,3786,254247,1318,surf,74.89872312545776,False,374.6345520019531,0.04,1,1.000917130956848
138,2RobotsFull_R2_res0.05.pgm,3,0,-0.012164837412279436,1.1920007359936722,3786,254885,1330,surf,70.81428146362305,False,422.8537902832031,0.04,1,1.0002140246504287
139,2RobotsFull_R2_res0.05.pgm,4,0,-0.0016438345383042988,1.1811183512278682,3786,254575,1318,surf,62.77369952201843,False,407.912353515625,0.04,1,1.0001557435387511
140,MiniOverlap_R1_res0.05.pgm,0,0,-0.015283414870220748,0.7557551078322254,4224,23424,3173,surf,11.700979948043823,False,63.80364990234375,0.01,1,1.0000144148625392
141,MiniOverlap_R1_res0.05.pgm,1,0,0.002883609365429884,0.7773271013010716,4224,23463,3215,surf,11.631226778030396,False,70.13353729248047,0.01,1,1.0000629563721175
142,MiniOverlap_R1_res0.05.pgm,2,0,0.0030583687544072837,0.7536506278669903,4224,23422,3262,surf,11.607898473739624,False,68.20089721679688,0.01,1,0.9998672982158329
143,MiniOverlap_R1_res0.05.pgm,3,0,-0.004524204261483262,0.7745973715731295,4224,23782,3269,surf,11.863932132720947,False,63.85553741455078,0.01,1,0.9999632502256792
144,MiniOverlap_R1_res0.05.pgm,4,0,0.011704810182845232,0.7639874697433933,4224,23620,3246,surf,11.585386514663696,False,64.88741302490234,0.01,1,0.9998082810929353
