combination,match_ratio,numGoodMatches,originalResolution_div_transformedResolution,originalResolution_div_transformedResolution_minus_scaleRecovered,original_filename,original_resolution,percentage_overlap,scaleRecovered,success,thetaRecovered,transformed_filename,transformed_resolution
"[0, 16]",0.5263157894736842,20,1.0,2.9794460977261465,maze\map_half_0.pgm,0.1,0.0,3.9794460977261465,False,69.91819517060551,maze\test3.pgm,0.1
