combination,match_ratio,numGoodMatches,originalResolution_div_transformedResolution,originalResolution_div_transformedResolution_minus_scaleRecovered,original_filename,original_resolution,percentage_overlap,scaleRecovered,success,thetaRecovered,transformed_filename,transformed_resolution
"[0, 20]",0.7105263157894737,27,1.0,0.8648128966483388,maze\map_half_0.pgm,0.1,2.4365248671937088,1.8648128966483388,False,59.19971670255252,maze\test7.pgm,0.1
