,file_name,iteration,actual_theta(degrees),calculated_theta(degrees),average_distance,original_num_features,rotated_num_features,num_good_matches,detector_type,elapsed_time(s),successful_merge,distance_from_feature_after_merge,scale,scale_recovered
141,MiniOverlap_R1_res0.05.pgm,1,0,-0.0347097404049796,0.7379982119064196,4224,264,211,surf,0.945777416229248,False,6.904467582702637,0.2,0.19931753446042164
142,MiniOverlap_R1_res0.05.pgm,2,0,-0.0347097404049796,0.7379982119064196,4224,264,211,surf,0.9413759708404541,False,6.904467582702637,0.2,0.19931753446042164
143,MiniOverlap_R1_res0.05.pgm,3,0,-0.0347097404049796,0.7379982119064196,4224,264,211,surf,1.0406248569488525,False,6.904467582702637,0.2,0.19931753446042164
144,MiniOverlap_R1_res0.05.pgm,4,0,-0.0347097404049796,0.7379982119064196,4224,264,211,surf,0.9666001796722412,False,6.904467582702637,0.2,0.19931753446042164
145,MiniOverlap_R1_res0.05.pgm,0,0,-0.03206169214903773,0.6588551773535419,4224,894,652,surf,1.3360130786895752,False,1.2755327224731445,0.4,0.400035593994458
146,MiniOverlap_R1_res0.05.pgm,1,0,-0.03206169214903773,0.6588551773535419,4224,894,652,surf,1.3134527206420898,False,1.2755327224731445,0.4,0.400035593994458
147,MiniOverlap_R1_res0.05.pgm,2,0,-0.03206169214903773,0.6588551773535419,4224,894,652,surf,1.2870125770568848,False,1.2755327224731445,0.4,0.400035593994458
148,MiniOverlap_R1_res0.05.pgm,3,0,-0.03206169214903773,0.6588551773535419,4224,894,652,surf,1.314758539199829,False,1.2755327224731445,0.4,0.400035593994458
149,MiniOverlap_R1_res0.05.pgm,4,0,-0.03206169214903773,0.6588551773535419,4224,894,652,surf,1.2987780570983887,False,1.2755327224731445,0.4,0.400035593994458
150,MiniOverlap_R1_res0.05.pgm,0,0,-0.09462541583164802,0.6214225305175339,4224,1699,1215,surf,2.0802855491638184,False,1.2549619674682617,0.6,0.5993107341068884
151,MiniOverlap_R1_res0.05.pgm,1,0,-0.09462541583164802,0.6214225305175339,4224,1699,1215,surf,2.09010910987854,False,1.2549619674682617,0.6,0.5993107341068884
152,MiniOverlap_R1_res0.05.pgm,2,0,-0.09462541583164802,0.6214225305175339,4224,1699,1215,surf,2.1057345867156982,False,1.2549619674682617,0.6,0.5993107341068884
153,MiniOverlap_R1_res0.05.pgm,3,0,-0.09462541583164802,0.6214225305175339,4224,1699,1215,surf,1.966127872467041,False,1.2549619674682617,0.6,0.5993107341068884
154,MiniOverlap_R1_res0.05.pgm,4,0,-0.09462541583164802,0.6214225305175339,4224,1699,1215,surf,1.9101157188415527,False,1.2549619674682617,0.6,0.5993107341068884
155,MiniOverlap_R1_res0.05.pgm,0,0,-0.006727923788186976,0.5817236127189866,4224,2580,1771,surf,2.902301549911499,True,0.20341861248016357,0.8,0.8000623319071838
156,MiniOverlap_R1_res0.05.pgm,1,0,-0.006727923788186976,0.5817236127189866,4224,2580,1771,surf,2.7670600414276123,True,0.20341861248016357,0.8,0.8000623319071838
157,MiniOverlap_R1_res0.05.pgm,2,0,-0.006727923788186976,0.5817236127189866,4224,2580,1771,surf,2.7264621257781982,True,0.20341861248016357,0.8,0.8000623319071838
158,MiniOverlap_R1_res0.05.pgm,3,0,-0.006727923788186976,0.5817236127189866,4224,2580,1771,surf,2.818629026412964,True,0.20341861248016357,0.8,0.8000623319071838
159,MiniOverlap_R1_res0.05.pgm,4,0,-0.006727923788186976,0.5817236127189866,4224,2580,1771,surf,2.717888355255127,True,0.20341861248016357,0.8,0.8000623319071838
160,MiniOverlap_R2_res0.05.pgm,0,0,0.17182253316067805,0.8219644096365736,3282,210,163,surf,0.8773279190063477,False,1.9482159614562988,0.2,0.19945467881733717
161,MiniOverlap_R2_res0.05.pgm,1,0,0.17182253316067805,0.8219644096365736,3282,210,163,surf,0.7993366718292236,False,1.9482159614562988,0.2,0.19945467881733717
162,MiniOverlap_R2_res0.05.pgm,2,0,0.17182253316067805,0.8219644096365736,3282,210,163,surf,0.9697558879852295,False,1.9482159614562988,0.2,0.19945467881733717
163,MiniOverlap_R2_res0.05.pgm,3,0,0.17182253316067805,0.8219644096365736,3282,210,163,surf,1.0296306610107422,False,1.9482159614562988,0.2,0.19945467881733717
164,MiniOverlap_R2_res0.05.pgm,4,0,0.17182253316067805,0.8219644096365736,3282,210,163,surf,0.9993231296539307,False,1.9482159614562988,0.2,0.19945467881733717
165,MiniOverlap_R2_res0.05.pgm,0,0,-0.03175083934674075,0.7287220229769324,3282,717,542,surf,1.388056755065918,False,1.264159917831421,0.4,0.40006525182677277
166,MiniOverlap_R2_res0.05.pgm,1,0,-0.03175083934674075,0.7287220229769324,3282,717,542,surf,1.3966872692108154,False,1.264159917831421,0.4,0.40006525182677277
167,MiniOverlap_R2_res0.05.pgm,2,0,-0.03175083934674075,0.7287220229769324,3282,717,542,surf,1.4039006233215332,False,1.264159917831421,0.4,0.40006525182677277
168,MiniOverlap_R2_res0.05.pgm,3,0,-0.03175083934674075,0.7287220229769324,3282,717,542,surf,1.4534502029418945,False,1.264159917831421,0.4,0.40006525182677277
169,MiniOverlap_R2_res0.05.pgm,4,0,-0.03175083934674075,0.7287220229769324,3282,717,542,surf,1.4072694778442383,False,1.264159917831421,0.4,0.40006525182677277
170,MiniOverlap_R2_res0.05.pgm,0,0,0.006126641852462226,0.6473399600226099,3282,1311,984,surf,1.8765718936920166,True,0.40225958824157715,0.6,0.59931839854383
171,MiniOverlap_R2_res0.05.pgm,1,0,0.006126641852462226,0.6473399600226099,3282,1311,984,surf,1.6685247421264648,True,0.40225958824157715,0.6,0.59931839854383
