,file_name,iteration,actual_theta(degrees),calculated_theta(degrees),average_distance,original_num_features,rotated_num_features,num_good_matches,detector_type,elapsed_time(s)
18,2RobotsFull_R1_res0.05.pgm,7,15,14.982307743428052,557.2857142857143,492,547,364,sift,4.72754693031311
19,2RobotsFull_R1_res0.05.pgm,8,15,14.982307743428052,557.2857142857143,492,547,364,sift,3.6446852684020996
20,2RobotsFull_R1_res0.05.pgm,9,15,14.982307743428052,557.2857142857143,492,547,364,sift,3.285768985748291
21,2RobotsFull_R1_res0.05.pgm,10,15,14.982307743428052,557.2857142857143,492,547,364,sift,3.2250773906707764
22,2RobotsFull_R1_res0.05.pgm,0,30,29.998598924405506,506.1190476190476,492,611,378,sift,3.3044774532318115
23,2RobotsFull_R1_res0.05.pgm,1,30,29.998598924405506,506.1190476190476,492,611,378,sift,3.322239398956299
24,2RobotsFull_R1_res0.05.pgm,2,30,29.998598924405506,506.1190476190476,492,611,378,sift,3.267829418182373
25,2RobotsFull_R1_res0.05.pgm,3,30,29.998598924405506,506.1190476190476,492,611,378,sift,3.289790153503418
26,2RobotsFull_R1_res0.05.pgm,4,30,29.998598924405506,506.1190476190476,492,611,378,sift,3.279369592666626
27,2RobotsFull_R1_res0.05.pgm,5,30,29.998598924405506,506.1190476190476,492,611,378,sift,3.299905776977539
28,2RobotsFull_R1_res0.05.pgm,6,30,29.998598924405506,506.1190476190476,492,611,378,sift,3.241126537322998
29,2RobotsFull_R1_res0.05.pgm,7,30,29.998598924405506,506.1190476190476,492,611,378,sift,3.253361701965332
30,2RobotsFull_R1_res0.05.pgm,8,30,29.998598924405506,506.1190476190476,492,611,378,sift,3.3573896884918213
31,2RobotsFull_R1_res0.05.pgm,9,30,29.998598924405506,506.1190476190476,492,611,378,sift,3.4494171142578125
32,2RobotsFull_R1_res0.05.pgm,10,30,29.998598924405506,506.1190476190476,492,611,378,sift,3.281370162963867
33,2RobotsFull_R1_res0.05.pgm,0,45,44.87349513775417,582.561797752809,492,579,356,sift,3.280705451965332
34,2RobotsFull_R1_res0.05.pgm,1,45,44.87349513775417,582.561797752809,492,579,356,sift,3.2696533203125
35,2RobotsFull_R1_res0.05.pgm,2,45,44.87349513775417,582.561797752809,492,579,356,sift,3.270051956176758
36,2RobotsFull_R1_res0.05.pgm,3,45,44.87349513775417,582.561797752809,492,579,356,sift,3.2970855236053467
37,2RobotsFull_R1_res0.05.pgm,4,45,44.87349513775417,582.561797752809,492,579,356,sift,3.7951343059539795
38,2RobotsFull_R1_res0.05.pgm,5,45,44.87349513775417,582.561797752809,492,579,356,sift,3.9295098781585693
39,2RobotsFull_R1_res0.05.pgm,6,45,44.87349513775417,582.561797752809,492,579,356,sift,3.3327345848083496
40,2RobotsFull_R1_res0.05.pgm,7,45,44.87349513775417,582.561797752809,492,579,356,sift,3.637406826019287
41,2RobotsFull_R1_res0.05.pgm,8,45,44.87349513775417,582.561797752809,492,579,356,sift,3.7712562084198
42,2RobotsFull_R1_res0.05.pgm,9,45,44.87349513775417,582.561797752809,492,579,356,sift,3.904770851135254
43,2RobotsFull_R1_res0.05.pgm,10,45,44.87349513775417,582.561797752809,492,579,356,sift,3.4770760536193848
44,2RobotsFull_R1_res0.05.pgm,0,60,60.023854992428056,490.6502732240437,492,607,366,sift,3.5439367294311523
45,2RobotsFull_R1_res0.05.pgm,1,60,60.023854992428056,490.6502732240437,492,607,366,sift,3.6328046321868896
46,2RobotsFull_R1_res0.05.pgm,2,60,60.023854992428056,490.6502732240437,492,607,366,sift,3.3710944652557373
47,2RobotsFull_R1_res0.05.pgm,3,60,60.023854992428056,490.6502732240437,492,607,366,sift,3.3337550163269043
48,2RobotsFull_R1_res0.05.pgm,4,60,60.023854992428056,490.6502732240437,492,607,366,sift,4.046000003814697
49,2RobotsFull_R1_res0.05.pgm,5,60,60.023854992428056,490.6502732240437,492,607,366,sift,3.9063045978546143
50,2RobotsFull_R1_res0.05.pgm,6,60,60.023854992428056,490.6502732240437,492,607,366,sift,4.061257839202881
51,2RobotsFull_R1_res0.05.pgm,7,60,60.023854992428056,490.6502732240437,492,607,366,sift,3.637180805206299
52,2RobotsFull_R1_res0.05.pgm,8,60,60.023854992428056,490.6502732240437,492,607,366,sift,3.438403606414795
53,2RobotsFull_R1_res0.05.pgm,9,60,60.023854992428056,490.6502732240437,492,607,366,sift,3.422933340072632
54,2RobotsFull_R1_res0.05.pgm,10,60,60.023854992428056,490.6502732240437,492,607,366,sift,3.3789350986480713
55,2RobotsFull_R1_res0.05.pgm,0,75,74.97992796474546,588.5817174515236,492,564,361,sift,3.4242894649505615
56,2RobotsFull_R1_res0.05.pgm,1,75,74.97992796474546,588.5817174515236,492,564,361,sift,3.1812641620635986
57,2RobotsFull_R1_res0.05.pgm,2,75,74.97992796474546,588.5817174515236,492,564,361,sift,3.3577961921691895
58,2RobotsFull_R1_res0.05.pgm,3,75,74.97992796474546,588.5817174515236,492,564,361,sift,4.178340673446655
59,2RobotsFull_R1_res0.05.pgm,4,75,74.97992796474546,588.5817174515236,492,564,361,sift,3.455954074859619
60,2RobotsFull_R1_res0.05.pgm,5,75,74.97992796474546,588.5817174515236,492,564,361,sift,3.2268359661102295
61,2RobotsFull_R1_res0.05.pgm,6,75,74.97992796474546,588.5817174515236,492,564,361,sift,3.192427158355713
62,2RobotsFull_R1_res0.05.pgm,7,75,74.97992796474546,588.5817174515236,492,564,361,sift,3.305504083633423
63,2RobotsFull_R1_res0.05.pgm,8,75,74.97992796474546,588.5817174515236,492,564,361,sift,3.2159104347229004
64,2RobotsFull_R1_res0.05.pgm,9,75,74.97992796474546,588.5817174515236,492,564,361,sift,3.264570713043213
65,2RobotsFull_R1_res0.05.pgm,10,75,74.97992796474546,588.5817174515236,492,564,361,sift,3.2454833984375
66,2RobotsFull_R1_res0.05.pgm,0,90,89.99691621772584,50.06768558951965,492,485,458,sift,3.2041971683502197
67,2RobotsFull_R1_res0.05.pgm,1,90,89.99691621772584,50.06768558951965,492,485,458,sift,3.157625913619995
68,2RobotsFull_R1_res0.05.pgm,2,90,89.99691621772584,50.06768558951965,492,485,458,sift,3.235262393951416
69,2RobotsFull_R1_res0.05.pgm,3,90,89.99691621772584,50.06768558951965,492,485,458,sift,3.1695969104766846
70,2RobotsFull_R1_res0.05.pgm,4,90,89.99691621772584,50.06768558951965,492,485,458,sift,3.1462316513061523
71,2RobotsFull_R1_res0.05.pgm,5,90,89.99691621772584,50.06768558951965,492,485,458,sift,3.1235549449920654
72,2RobotsFull_R1_res0.05.pgm,6,90,89.99691621772584,50.06768558951965,492,485,458,sift,3.2311713695526123
73,2RobotsFull_R1_res0.05.pgm,7,90,89.99691621772584,50.06768558951965,492,485,458,sift,3.173297882080078
74,2RobotsFull_R1_res0.05.pgm,8,90,89.99691621772584,50.06768558951965,492,485,458,sift,3.1308822631835938
75,2RobotsFull_R1_res0.05.pgm,9,90,89.99691621772584,50.06768558951965,492,485,458,sift,3.1665334701538086
76,2RobotsFull_R1_res0.05.pgm,10,90,89.99691621772584,50.06768558951965,492,485,458,sift,3.42423677444458
77,2RobotsFull_R1_res0.05.pgm,0,105,105.07812097320462,562.0332409972299,492,539,361,sift,3.301889419555664
78,2RobotsFull_R1_res0.05.pgm,1,105,105.07812097320462,562.0332409972299,492,539,361,sift,3.1932637691497803
79,2RobotsFull_R1_res0.05.pgm,2,105,105.07812097320462,562.0332409972299,492,539,361,sift,3.310615301132202
80,2RobotsFull_R1_res0.05.pgm,3,105,105.07812097320462,562.0332409972299,492,539,361,sift,3.258091688156128
81,2RobotsFull_R1_res0.05.pgm,4,105,105.07812097320462,562.0332409972299,492,539,361,sift,3.204793691635132
82,2RobotsFull_R1_res0.05.pgm,5,105,105.07812097320462,562.0332409972299,492,539,361,sift,3.2881460189819336
83,2RobotsFull_R1_res0.05.pgm,6,105,105.07812097320462,562.0332409972299,492,539,361,sift,3.437971591949463
84,2RobotsFull_R1_res0.05.pgm,7,105,105.07812097320462,562.0332409972299,492,539,361,sift,3.350261688232422
85,2RobotsFull_R1_res0.05.pgm,8,105,105.07812097320462,562.0332409972299,492,539,361,sift,3.2664897441864014
86,2RobotsFull_R1_res0.05.pgm,9,105,105.07812097320462,562.0332409972299,492,539,361,sift,3.331691026687622
87,2RobotsFull_R1_res0.05.pgm,10,105,105.07812097320462,562.0332409972299,492,539,361,sift,3.6278140544891357
88,2RobotsFull_R1_res0.05.pgm,0,120,119.99360744510736,511.78933333333333,492,610,375,sift,3.5468478202819824
89,2RobotsFull_R1_res0.05.pgm,1,120,119.99360744510736,511.78933333333333,492,610,375,sift,3.7939815521240234
90,2RobotsFull_R1_res0.05.pgm,2,120,119.99360744510736,511.78933333333333,492,610,375,sift,3.424704074859619
91,2RobotsFull_R1_res0.05.pgm,3,120,119.99360744510736,511.78933333333333,492,610,375,sift,3.1872150897979736
92,2RobotsFull_R1_res0.05.pgm,4,120,119.99360744510736,511.78933333333333,492,610,375,sift,3.5121266841888428
93,2RobotsFull_R1_res0.05.pgm,5,120,119.99360744510736,511.78933333333333,492,610,375,sift,3.2999627590179443
94,2RobotsFull_R1_res0.05.pgm,6,120,119.99360744510736,511.78933333333333,492,610,375,sift,3.3202693462371826
95,2RobotsFull_R1_res0.05.pgm,7,120,119.99360744510736,511.78933333333333,492,610,375,sift,3.156902313232422
96,2RobotsFull_R1_res0.05.pgm,8,120,119.99360744510736,511.78933333333333,492,610,375,sift,3.203406810760498
97,2RobotsFull_R1_res0.05.pgm,9,120,119.99360744510736,511.78933333333333,492,610,375,sift,3.348975896835327
98,2RobotsFull_R1_res0.05.pgm,10,120,119.99360744510736,511.78933333333333,492,610,375,sift,3.8677847385406494
99,2RobotsFull_R1_res0.05.pgm,0,135,135.05665701887875,584.4985915492957,492,568,355,sift,3.354004383087158
100,2RobotsFull_R1_res0.05.pgm,1,135,135.05665701887875,584.4985915492957,492,568,355,sift,3.2864303588867188
101,2RobotsFull_R1_res0.05.pgm,2,135,135.05665701887875,584.4985915492957,492,568,355,sift,3.795973300933838
102,2RobotsFull_R1_res0.05.pgm,3,135,135.05665701887875,584.4985915492957,492,568,355,sift,5.4792234897613525
103,2RobotsFull_R1_res0.05.pgm,4,135,135.05665701887875,584.4985915492957,492,568,355,sift,3.475212335586548
104,2RobotsFull_R1_res0.05.pgm,5,135,135.05665701887875,584.4985915492957,492,568,355,sift,3.21254301071167
105,2RobotsFull_R1_res0.05.pgm,6,135,135.05665701887875,584.4985915492957,492,568,355,sift,3.25234317779541
106,2RobotsFull_R1_res0.05.pgm,7,135,135.05665701887875,584.4985915492957,492,568,355,sift,3.2004497051239014
107,2RobotsFull_R1_res0.05.pgm,8,135,135.05665701887875,584.4985915492957,492,568,355,sift,3.4866950511932373
108,2RobotsFull_R1_res0.05.pgm,9,135,135.05665701887875,584.4985915492957,492,568,355,sift,3.5915262699127197
109,2RobotsFull_R1_res0.05.pgm,10,135,135.05665701887875,584.4985915492957,492,568,355,sift,3.514498472213745
110,2RobotsFull_R1_res0.05.pgm,0,150,149.99932260599505,495.5081081081081,492,601,370,sift,3.244713544845581
111,2RobotsFull_R1_res0.05.pgm,1,150,149.99932260599505,495.5081081081081,492,601,370,sift,3.161648988723755
112,2RobotsFull_R1_res0.05.pgm,2,150,149.99932260599505,495.5081081081081,492,601,370,sift,3.1598949432373047
113,2RobotsFull_R1_res0.05.pgm,3,150,149.99932260599505,495.5081081081081,492,601,370,sift,3.1322054862976074
114,2RobotsFull_R1_res0.05.pgm,4,150,149.99932260599505,495.5081081081081,492,601,370,sift,3.345961332321167
115,2RobotsFull_R1_res0.05.pgm,5,150,149.99932260599505,495.5081081081081,492,601,370,sift,3.2310473918914795
116,2RobotsFull_R1_res0.05.pgm,6,150,149.99932260599505,495.5081081081081,492,601,370,sift,3.6909942626953125
117,2RobotsFull_R1_res0.05.pgm,7,150,149.99932260599505,495.5081081081081,492,601,370,sift,3.221369504928589
118,2RobotsFull_R1_res0.05.pgm,8,150,149.99932260599505,495.5081081081081,492,601,370,sift,3.294820785522461
119,2RobotsFull_R1_res0.05.pgm,9,150,149.99932260599505,495.5081081081081,492,601,370,sift,3.377819299697876
120,2RobotsFull_R1_res0.05.pgm,10,150,149.99932260599505,495.5081081081081,492,601,370,sift,3.48603892326355
121,2RobotsFull_R1_res0.05.pgm,0,165,164.96336772181454,547.6068376068376,492,545,351,sift,3.5850026607513428
122,2RobotsFull_R1_res0.05.pgm,1,165,164.96336772181454,547.6068376068376,492,545,351,sift,3.488219738006592
123,2RobotsFull_R1_res0.05.pgm,2,165,164.96336772181454,547.6068376068376,492,545,351,sift,4.239597797393799
124,2RobotsFull_R1_res0.05.pgm,3,165,164.96336772181454,547.6068376068376,492,545,351,sift,3.2197039127349854
125,2RobotsFull_R1_res0.05.pgm,4,165,164.96336772181454,547.6068376068376,492,545,351,sift,3.1870474815368652
126,2RobotsFull_R1_res0.05.pgm,5,165,164.96336772181454,547.6068376068376,492,545,351,sift,3.4835314750671387
127,2RobotsFull_R1_res0.05.pgm,6,165,164.96336772181454,547.6068376068376,492,545,351,sift,3.358661413192749
128,2RobotsFull_R1_res0.05.pgm,7,165,164.96336772181454,547.6068376068376,492,545,351,sift,3.6589889526367188
129,2RobotsFull_R1_res0.05.pgm,8,165,164.96336772181454,547.6068376068376,492,545,351,sift,3.6806042194366455
130,2RobotsFull_R1_res0.05.pgm,9,165,164.96336772181454,547.6068376068376,492,545,351,sift,3.4079577922821045
131,2RobotsFull_R1_res0.05.pgm,10,165,164.96336772181454,547.6068376068376,492,545,351,sift,3.4627175331115723
132,2RobotsFull_R1_res0.05.pgm,0,180,-179.99972199819177,63.847639484978544,492,501,466,sift,3.4744088649749756
133,2RobotsFull_R1_res0.05.pgm,1,180,-179.99972199819177,63.847639484978544,492,501,466,sift,3.37432599067688
134,2RobotsFull_R1_res0.05.pgm,2,180,-179.99972199819177,63.847639484978544,492,501,466,sift,3.1347734928131104
135,2RobotsFull_R1_res0.05.pgm,3,180,-179.99972199819177,63.847639484978544,492,501,466,sift,3.2142128944396973
136,2RobotsFull_R1_res0.05.pgm,4,180,-179.99972199819177,63.847639484978544,492,501,466,sift,3.902533531188965
137,2RobotsFull_R1_res0.05.pgm,5,180,-179.99972199819177,63.847639484978544,492,501,466,sift,3.6755924224853516
138,2RobotsFull_R1_res0.05.pgm,6,180,-179.99972199819177,63.847639484978544,492,501,466,sift,3.2002012729644775
139,2RobotsFull_R1_res0.05.pgm,7,180,-179.99972199819177,63.847639484978544,492,501,466,sift,3.1409459114074707
140,2RobotsFull_R1_res0.05.pgm,8,180,-179.99972199819177,63.847639484978544,492,501,466,sift,3.1969804763793945
141,2RobotsFull_R1_res0.05.pgm,9,180,-179.99972199819177,63.847639484978544,492,501,466,sift,3.2048306465148926
142,2RobotsFull_R1_res0.05.pgm,10,180,-179.99972199819177,63.847639484978544,492,501,466,sift,3.1324920654296875
143,2RobotsFull_R1_res0.05.pgm,0,195,-164.9737769535952,536.8385269121814,492,537,353,sift,3.169421434402466
144,2RobotsFull_R1_res0.05.pgm,1,195,-164.9737769535952,536.8385269121814,492,537,353,sift,3.143007755279541
145,2RobotsFull_R1_res0.05.pgm,2,195,-164.9737769535952,536.8385269121814,492,537,353,sift,3.1536502838134766
146,2RobotsFull_R1_res0.05.pgm,3,195,-164.9737769535952,536.8385269121814,492,537,353,sift,3.1613683700561523
147,2RobotsFull_R1_res0.05.pgm,4,195,-164.9737769535952,536.8385269121814,492,537,353,sift,3.209394693374634
148,2RobotsFull_R1_res0.05.pgm,5,195,-164.9737769535952,536.8385269121814,492,537,353,sift,3.1777877807617188
149,2RobotsFull_R1_res0.05.pgm,6,195,-164.9737769535952,536.8385269121814,492,537,353,sift,3.1578500270843506
150,2RobotsFull_R1_res0.05.pgm,7,195,-164.9737769535952,536.8385269121814,492,537,353,sift,3.2049942016601562
151,2RobotsFull_R1_res0.05.pgm,8,195,-164.9737769535952,536.8385269121814,492,537,353,sift,3.140418767929077
152,2RobotsFull_R1_res0.05.pgm,9,195,-164.9737769535952,536.8385269121814,492,537,353,sift,3.1664488315582275
153,2RobotsFull_R1_res0.05.pgm,10,195,-164.9737769535952,536.8385269121814,492,537,353,sift,3.153198003768921
154,2RobotsFull_R2_res0.05.pgm,0,0,-1.229717914618813e-13,0.0,528,528,525,sift,3.1495673656463623
155,2RobotsFull_R2_res0.05.pgm,1,0,-1.229717914618813e-13,0.0,528,528,525,sift,3.1979081630706787
156,2RobotsFull_R2_res0.05.pgm,2,0,-1.229717914618813e-13,0.0,528,528,525,sift,3.11662220954895
157,2RobotsFull_R2_res0.05.pgm,3,0,-1.229717914618813e-13,0.0,528,528,525,sift,3.250645399093628
158,2RobotsFull_R2_res0.05.pgm,4,0,-1.229717914618813e-13,0.0,528,528,525,sift,3.122260808944702
159,2RobotsFull_R2_res0.05.pgm,5,0,-1.229717914618813e-13,0.0,528,528,525,sift,3.152805805206299
160,2RobotsFull_R2_res0.05.pgm,6,0,-1.229717914618813e-13,0.0,528,528,525,sift,3.1279425621032715
161,2RobotsFull_R2_res0.05.pgm,7,0,-1.229717914618813e-13,0.0,528,528,525,sift,3.1427721977233887
162,2RobotsFull_R2_res0.05.pgm,8,0,-1.229717914618813e-13,0.0,528,528,525,sift,3.116046190261841
163,2RobotsFull_R2_res0.05.pgm,9,0,-1.229717914618813e-13,0.0,528,528,525,sift,3.1204566955566406
164,2RobotsFull_R2_res0.05.pgm,10,0,-1.229717914618813e-13,0.0,528,528,525,sift,3.116933822631836
165,2RobotsFull_R2_res0.05.pgm,0,15,15.024050043181399,520.3477088948787,528,596,371,sift,3.196958065032959
166,2RobotsFull_R2_res0.05.pgm,1,15,15.024050043181399,520.3477088948787,528,596,371,sift,3.1376147270202637
167,2RobotsFull_R2_res0.05.pgm,2,15,15.024050043181399,520.3477088948787,528,596,371,sift,3.144921064376831
168,2RobotsFull_R2_res0.05.pgm,3,15,15.024050043181399,520.3477088948787,528,596,371,sift,3.131387948989868
169,2RobotsFull_R2_res0.05.pgm,4,15,15.024050043181399,520.3477088948787,528,596,371,sift,3.204866647720337
170,2RobotsFull_R2_res0.05.pgm,5,15,15.024050043181399,520.3477088948787,528,596,371,sift,3.131878137588501
171,2RobotsFull_R2_res0.05.pgm,6,15,15.024050043181399,520.3477088948787,528,596,371,sift,3.1522350311279297
172,2RobotsFull_R2_res0.05.pgm,7,15,15.024050043181399,520.3477088948787,528,596,371,sift,3.1335928440093994
173,2RobotsFull_R2_res0.05.pgm,8,15,15.024050043181399,520.3477088948787,528,596,371,sift,3.1650590896606445
174,2RobotsFull_R2_res0.05.pgm,9,15,15.024050043181399,520.3477088948787,528,596,371,sift,3.149106025695801
175,2RobotsFull_R2_res0.05.pgm,10,15,15.024050043181399,520.3477088948787,528,596,371,sift,3.1283504962921143
176,2RobotsFull_R2_res0.05.pgm,0,30,29.97088052679622,581.4798850574713,528,552,348,sift,3.120253562927246
177,2RobotsFull_R2_res0.05.pgm,1,30,29.97088052679622,581.4798850574713,528,552,348,sift,3.2918479442596436
178,2RobotsFull_R2_res0.05.pgm,2,30,29.97088052679622,581.4798850574713,528,552,348,sift,3.1351511478424072
179,2RobotsFull_R2_res0.05.pgm,3,30,29.97088052679622,581.4798850574713,528,552,348,sift,3.1877503395080566
180,2RobotsFull_R2_res0.05.pgm,4,30,29.97088052679622,581.4798850574713,528,552,348,sift,3.1862082481384277
181,2RobotsFull_R2_res0.05.pgm,5,30,29.97088052679622,581.4798850574713,528,552,348,sift,3.194321393966675
182,2RobotsFull_R2_res0.05.pgm,6,30,29.97088052679622,581.4798850574713,528,552,348,sift,3.2472610473632812
183,2RobotsFull_R2_res0.05.pgm,7,30,29.97088052679622,581.4798850574713,528,552,348,sift,3.1996188163757324
184,2RobotsFull_R2_res0.05.pgm,8,30,29.97088052679622,581.4798850574713,528,552,348,sift,3.2000699043273926
185,2RobotsFull_R2_res0.05.pgm,9,30,29.97088052679622,581.4798850574713,528,552,348,sift,3.1942672729492188
186,2RobotsFull_R2_res0.05.pgm,10,30,29.97088052679622,581.4798850574713,528,552,348,sift,3.3881876468658447
187,2RobotsFull_R2_res0.05.pgm,0,45,45.00293289630761,600.2682926829268,528,588,369,sift,4.021112680435181
188,2RobotsFull_R2_res0.05.pgm,1,45,45.00293289630761,600.2682926829268,528,588,369,sift,4.179105043411255
189,2RobotsFull_R2_res0.05.pgm,2,45,45.00293289630761,600.2682926829268,528,588,369,sift,3.996877670288086
190,2RobotsFull_R2_res0.05.pgm,3,45,45.00293289630761,600.2682926829268,528,588,369,sift,3.277456045150757
191,2RobotsFull_R2_res0.05.pgm,4,45,45.00293289630761,600.2682926829268,528,588,369,sift,3.5335755348205566
192,2RobotsFull_R2_res0.05.pgm,5,45,45.00293289630761,600.2682926829268,528,588,369,sift,3.8441874980926514
193,2RobotsFull_R2_res0.05.pgm,6,45,45.00293289630761,600.2682926829268,528,588,369,sift,3.264589548110962
194,2RobotsFull_R2_res0.05.pgm,7,45,45.00293289630761,600.2682926829268,528,588,369,sift,3.1680476665496826
195,2RobotsFull_R2_res0.05.pgm,8,45,45.00293289630761,600.2682926829268,528,588,369,sift,3.25603985786438
196,2RobotsFull_R2_res0.05.pgm,9,45,45.00293289630761,600.2682926829268,528,588,369,sift,3.1607954502105713
197,2RobotsFull_R2_res0.05.pgm,10,45,45.00293289630761,600.2682926829268,528,588,369,sift,3.228128671646118
198,2RobotsFull_R2_res0.05.pgm,0,60,59.937945199746586,544.7582417582418,528,578,364,sift,3.2287611961364746
199,2RobotsFull_R2_res0.05.pgm,1,60,59.937945199746586,544.7582417582418,528,578,364,sift,3.162369728088379
200,2RobotsFull_R2_res0.05.pgm,2,60,59.937945199746586,544.7582417582418,528,578,364,sift,3.1873135566711426
201,2RobotsFull_R2_res0.05.pgm,3,60,59.937945199746586,544.7582417582418,528,578,364,sift,3.4360451698303223
202,2RobotsFull_R2_res0.05.pgm,4,60,59.937945199746586,544.7582417582418,528,578,364,sift,3.5388455390930176
203,2RobotsFull_R2_res0.05.pgm,5,60,59.937945199746586,544.7582417582418,528,578,364,sift,3.638090133666992
204,2RobotsFull_R2_res0.05.pgm,6,60,59.937945199746586,544.7582417582418,528,578,364,sift,3.659766674041748
205,2RobotsFull_R2_res0.05.pgm,7,60,59.937945199746586,544.7582417582418,528,578,364,sift,3.5706045627593994
206,2RobotsFull_R2_res0.05.pgm,8,60,59.937945199746586,544.7582417582418,528,578,364,sift,3.208033323287964
207,2RobotsFull_R2_res0.05.pgm,9,60,59.937945199746586,544.7582417582418,528,578,364,sift,3.5448660850524902
208,2RobotsFull_R2_res0.05.pgm,10,60,59.937945199746586,544.7582417582418,528,578,364,sift,3.3185484409332275
209,2RobotsFull_R2_res0.05.pgm,0,75,75.00653390887183,518.9249329758713,528,610,373,sift,2.9765682220458984
210,2RobotsFull_R2_res0.05.pgm,1,75,75.00653390887183,518.9249329758713,528,610,373,sift,3.0926523208618164
211,2RobotsFull_R2_res0.05.pgm,2,75,75.00653390887183,518.9249329758713,528,610,373,sift,3.0125064849853516
212,2RobotsFull_R2_res0.05.pgm,3,75,75.00653390887183,518.9249329758713,528,610,373,sift,2.9311416149139404
213,2RobotsFull_R2_res0.05.pgm,4,75,75.00653390887183,518.9249329758713,528,610,373,sift,2.9500620365142822
214,2RobotsFull_R2_res0.05.pgm,5,75,75.00653390887183,518.9249329758713,528,610,373,sift,3.0787618160247803
215,2RobotsFull_R2_res0.05.pgm,6,75,75.00653390887183,518.9249329758713,528,610,373,sift,3.121683120727539
216,2RobotsFull_R2_res0.05.pgm,7,75,75.00653390887183,518.9249329758713,528,610,373,sift,2.9501237869262695
217,2RobotsFull_R2_res0.05.pgm,8,75,75.00653390887183,518.9249329758713,528,610,373,sift,3.110140085220337
218,2RobotsFull_R2_res0.05.pgm,9,75,75.00653390887183,518.9249329758713,528,610,373,sift,2.9282023906707764
219,2RobotsFull_R2_res0.05.pgm,10,75,75.00653390887183,518.9249329758713,528,610,373,sift,2.9680771827697754
220,2RobotsFull_R2_res0.05.pgm,0,90,90.00146669083519,37.70841889117043,528,503,487,sift,3.1196353435516357
221,2RobotsFull_R2_res0.05.pgm,1,90,90.00146669083519,37.70841889117043,528,503,487,sift,3.475847005844116
222,2RobotsFull_R2_res0.05.pgm,2,90,90.00146669083519,37.70841889117043,528,503,487,sift,3.216346502304077
223,2RobotsFull_R2_res0.05.pgm,3,90,90.00146669083519,37.70841889117043,528,503,487,sift,3.841758966445923
224,2RobotsFull_R2_res0.05.pgm,4,90,90.00146669083519,37.70841889117043,528,503,487,sift,3.256291151046753
225,2RobotsFull_R2_res0.05.pgm,5,90,90.00146669083519,37.70841889117043,528,503,487,sift,3.097727060317993
226,2RobotsFull_R2_res0.05.pgm,6,90,90.00146669083519,37.70841889117043,528,503,487,sift,3.126095771789551
227,2RobotsFull_R2_res0.05.pgm,7,90,90.00146669083519,37.70841889117043,528,503,487,sift,3.333130121231079
228,2RobotsFull_R2_res0.05.pgm,8,90,90.00146669083519,37.70841889117043,528,503,487,sift,3.0548148155212402
229,2RobotsFull_R2_res0.05.pgm,9,90,90.00146669083519,37.70841889117043,528,503,487,sift,2.946082353591919
230,2RobotsFull_R2_res0.05.pgm,10,90,90.00146669083519,37.70841889117043,528,503,487,sift,3.477695941925049
231,2RobotsFull_R2_res0.05.pgm,0,105,105.04342466493738,518.0458221024259,528,600,371,sift,3.4667272567749023
