,FileNames,ransacReprojThreshold,combinations,calculated_theta(degrees),average_distance,original_num_features,rotated_num_features,num_good_matches,detector_type,elapsed_time(s),successful_merge,distance_from_feature_after_merge,percentage_outliers,calculated_scale
19,MiniOverlap_R2_res0.05.pgm_Block_R1_res0.05.pgm,0,19,-0.0,1233.8137931034482,539,256,145,sift,3.5414791107177734,False,615.2721557617188,0.6944444444444444,1.0
20,MiniOverlap_R2_res0.05.pgm_Block_R2_res0.05.pgm,0,20,39.717666275586666,1486.9842105263158,539,325,190,sift,7.011882066726685,False,428.1990966796875,0.0,0.1068831272997758
21,MiniOverlap_R2_res0.05.pgm_SouthWing_res0.05.pgm,0,21,-0.0,1492.6359223300972,539,366,206,sift,3.7833948135375977,False,763.2825927734375,0.0,1.0
22,FuulPath_res0.05.pgm_Block_R1_res0.05.pgm,0,22,50.09124661016847,1252.5833333333333,530,256,156,sift,3.67716646194458,False,493.57135009765625,2.3255813953488373,0.5938369543285177
23,FuulPath_res0.05.pgm_Block_R2_res0.05.pgm,0,23,60.320333971008495,1418.010101010101,530,325,198,sift,6.787848234176636,False,490.9437561035156,0.0,0.4790837060584113
24,FuulPath_res0.05.pgm_SouthWing_res0.05.pgm,0,24,90.0,1487.663594470046,530,366,217,sift,3.7678940296173096,False,758.6099853515625,0.0,1.0
25,Block_R1_res0.05.pgm_Block_R2_res0.05.pgm,0,25,-108.13526774400265,1507.0555555555557,256,325,162,sift,6.8995678424835205,False,745.1759643554688,1.0101010101010102,1.1521520429274037
26,Block_R1_res0.05.pgm_SouthWing_res0.05.pgm,0,26,-0.0,1511.2789115646258,256,366,147,sift,3.7011032104492188,False,481.5314636230469,0.6896551724137931,1.0
27,Block_R2_res0.05.pgm_SouthWing_res0.05.pgm,0,27,-110.89359477272497,1598.3275862068965,325,366,174,sift,4.76525616645813,False,413.0008544921875,1.0204081632653061,0.5483281663123513
28,2RobotsFull_R2_res0.05.pgm_2RobotsFull_R1_res0.05.pgm,1,0,-44.28161195911566,1406.9669421487604,528,492,242,sift,8.480320453643799,False,1505.5062255859375,0.0,20.67607905462351
29,2RobotsFull_R1_res0.05.pgm_MiniOverlap_R1_res0.05.pgm,1,1,-154.89449868601307,1467.1829268292684,492,505,246,sift,5.129286050796509,False,461.4275207519531,2.803738317757009,0.6164037849337995
