,FileNames,ransacReprojThreshold,combinations,calculated_theta(degrees),average_distance,original_num_features,rotated_num_features,num_good_matches,detector_type,elapsed_time(s),successful_merge,distance_from_feature_after_merge,percentage_outliers,calculated_scale
202,SouthWing_res0.05.pgm_2RobotsFull_R1_res0.05.pgm,7,6,-89.38632942390458,1447.3948339483395,470,658,271,sift,7.504399061203003,False,690.7166137695312,0.0,0.9966585943144981
203,2RobotsFull_R2_res0.05.pgm_MiniOverlap_R1_res0.05.pgm,7,7,35.72824837698936,1321.8079470198675,567,694,302,sift,4.805193901062012,False,428.8402099609375,0.28169014084507044,0.9991540439194622
204,2RobotsFull_R2_res0.05.pgm_MiniOverlap_R2_res0.05.pgm,7,8,-25.856038847946625,1442.135646687697,567,708,317,sift,4.774182558059692,False,492.63250732421875,0.0,1.2548262961873156
205,2RobotsFull_R2_res0.05.pgm_FuulPath_res0.05.pgm,7,9,37.399359580210074,1302.787456445993,567,657,287,sift,4.747546434402466,False,452.16461181640625,0.0,1.0027384017865377
206,Block_R1_res0.05.pgm_2RobotsFull_R2_res0.05.pgm,7,10,-49.94349906809344,1368.0747663551401,334,567,214,sift,6.517492294311523,False,484.79486083984375,0.0,1.0028599491343666
207,2RobotsFull_R2_res0.05.pgm_Block_R2_res0.05.pgm,7,11,34.68884507691843,1369.8152610441766,567,460,249,sift,7.448731899261475,False,441.0257568359375,1.0380622837370241,0.993407582024557
208,2RobotsFull_R2_res0.05.pgm_SouthWing_res0.05.pgm,7,12,150.03969649172487,1405.00790513834,567,470,253,sift,4.688644886016846,False,552.3056640625,0.0,1.064079298243632
209,MiniOverlap_R1_res0.05.pgm_MiniOverlap_R2_res0.05.pgm,7,13,-65.58404862523122,1445.7146739130435,694,708,368,sift,3.5337586402893066,False,467.00439453125,0.0,0.5221512252059839
210,MiniOverlap_R1_res0.05.pgm_FuulPath_res0.05.pgm,7,14,1.6094043519748016,1317.0917159763314,694,657,338,sift,3.6689627170562744,False,547.8554077148438,0.0,1.001478577861447
211,MiniOverlap_R1_res0.05.pgm_Block_R1_res0.05.pgm,7,15,14.54217644243378,1186.1256281407036,694,334,199,sift,3.446591377258301,False,338.3163757324219,0.4784688995215311,0.9993208470938897
212,MiniOverlap_R1_res0.05.pgm_Block_R2_res0.05.pgm,7,16,-0.5836746006725513,1303.3607142857143,694,460,280,sift,6.709410905838013,False,362.0960998535156,0.9554140127388535,0.9997613924407139
213,MiniOverlap_R1_res0.05.pgm_SouthWing_res0.05.pgm,7,17,112.24420321329522,1403.1904761904761,694,470,273,sift,3.625131130218506,False,467.2305603027344,0.0,1.0105345072371787
214,MiniOverlap_R2_res0.05.pgm_FuulPath_res0.05.pgm,7,18,-2.6454305264567632,1363.9932432432433,708,657,296,sift,3.564406394958496,False,518.3722534179688,0.0,1.000432425295276
215,MiniOverlap_R2_res0.05.pgm_Block_R1_res0.05.pgm,7,19,102.51694248320408,1294.1884816753927,708,334,191,sift,3.5214130878448486,False,464.25787353515625,0.0,1.0311643022463286
216,MiniOverlap_R2_res0.05.pgm_Block_R2_res0.05.pgm,7,20,-24.367891079557214,1433.0806451612902,708,460,248,sift,6.262555360794067,False,144.37368774414062,33.33333333333333,0.005825790865726534
217,MiniOverlap_R2_res0.05.pgm_SouthWing_res0.05.pgm,7,21,-179.13449746478648,1360.7340823970037,708,470,267,sift,3.539700746536255,False,452.3846740722656,0.0,0.9232617907063302
218,FuulPath_res0.05.pgm_Block_R1_res0.05.pgm,7,22,13.030469831649327,1176.4717948717948,657,334,195,sift,3.4811477661132812,False,427.56103515625,0.0,0.9990398369300822
219,FuulPath_res0.05.pgm_Block_R2_res0.05.pgm,7,23,-1.7344652675323604,1376.8803088803088,657,460,259,sift,6.552058935165405,False,549.3758544921875,1.0600706713780919,0.9975891942072611
220,FuulPath_res0.05.pgm_SouthWing_res0.05.pgm,7,24,42.15852602261957,1445.0503875968993,657,470,258,sift,3.4122674465179443,False,488.0043029785156,0.0,0.2834112358185438
221,Block_R1_res0.05.pgm_Block_R2_res0.05.pgm,7,25,-15.175718296505066,1329.816037735849,334,460,212,sift,6.521909713745117,False,396.2879943847656,1.5444015444015444,1.0014937066096845
222,Block_R1_res0.05.pgm_SouthWing_res0.05.pgm,7,26,80.92250447484636,1459.6858638743456,334,470,191,sift,3.479267120361328,False,461.516357421875,0.0,1.009930589028853
